,price,square,type,date,juridical,bedroom,length,width,url_page,livingroom,bathroom,pool,garden,project
1046,1E+15, 66m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,2 pn,16m,4m,https://alomuabannhadat.vn/can-ho-2-ngu-tang-dep-thoang-icid-complex-le-trong-tan-ha-dong-gia-19-ty-1034533.html,2 pk,2 wc,không,không,Anland Lakeview
1047,1E+15, 54m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,2 pn,14m,4m,https://alomuabannhadat.vn/ban-can-ho-chung-cu-duong-23-phuong-hiep-binh-chanh-thanh-pho-thu-duc-1034549.html,2 pk,2 wc,không,không,4S Riverside Linh Đông
1048,1E+15, 53m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,1 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-can-ho-c-sky-dien-tich-rong-1034710.html,1 pk,1 wc,không,không,Becamex City Center
1049,2E+15, 78m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,2 pn,16m,5m,https://alomuabannhadat.vn/ban-chung-cu-bac-ninh-duy-nhat-vao-ten-nguoi-nuoc-ngoai-co-ho-tro-ls-18-thang-1034551.html,2 pk,2 wc,không,không,None
1050,2E+15, 45m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,1 pn,9m,5m,https://alomuabannhadat.vn/chi-450tr-so-huu-ngay-can-ho-bien-dep-nhat-vung-tau-kem-theo-tien-ich-noi-khu-5-sao-1034553.html,1 pk,1 wc,không,không,The Maris
1051,1E+15, 53m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,0 pn,10m,5m,https://alomuabannhadat.vn/gia-2300-bao-het-thue-phi-gia-goc-2350-vinhomes-grand-park-1034577.html,0 pk,0 wc,không,không,Khu dân cư Nhân Phú
1052,39000000,,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/mhd-trung-van-cam-ket-cho-vay-khong-chung-minh-tai-chinh-gia-chi-39tr-1m-1034564.html,0 pk,0 wc,không,không,B.I.G Tower
1053,4E+15, 81m,Cần bán căn hộ chung cư,29/10/2022,Sổ hồng/ Sổ đỏ,2 pn,10m,8m,https://alomuabannhadat.vn/can-ban-can-ho-akari-city-2-phong-ngu-huong-dong-gia-tong-sau-chiet-khau-5-chi-4-ty-045-1034023.html,2 pk,2 wc,không,không,None
1054,5E+15, 55m,Cần bán căn hộ chung cư,1/11/2022,Sổ hồng/ Sổ đỏ,6 pn,11m,5m,https://alomuabannhadat.vn/ban-nha-yen-hoa-cau-giay-15m-ra-mat-pho-lo-goc-ngo-thong-nha-dep-55m2x5t-59-ty-1035083.html,6 pk,5 wc,không,không,Discovery Skyline
1055,1E+15, 60m,Cần bán căn hộ chung cư,30/10/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-nhanh-can-ho-vi-tri-dep-nhu-mo-tai-binh-duong-1034270.html,2 pk,2 wc,không,không,None
1056,1E+15, 78m,Cần bán căn hộ chung cư,29/10/2022,Sổ hồng/ Sổ đỏ,3 pn,13m,6m,https://alomuabannhadat.vn/ban-chung-cu-dai-thanh-78m2-3pn-cau-buou-thanh-tri-163-ty-1034134.html,3 pk,2 wc,không,không,The Eden Rose
1057,1E+15, 66m,Cần bán căn hộ chung cư,29/10/2022,Sổ hồng/ Sổ đỏ,2 pn,15m,4m,https://alomuabannhadat.vn/ban-can-goc-thuong-mai-chung-cu-binh-phu-gia-re-cho-cap-zk-ck-1034098.html,2 pk,2 wc,không,không,Giáng Hương
1058,5E+15, 100m,Cần bán căn hộ chung cư,30/10/2022,Sổ hồng/ Sổ đỏ,3 pn,10m,10m,https://alomuabannhadat.vn/ch-cao-cap-trang-an-complex-phung-chi-kien-cg-100m2-noi-that-cao-cap-55ty-1034172.html,3 pk,2 wc,không,không,Discovery Skyline
1059,4E+15, 90m,Cần bán căn hộ chung cư,30/10/2022,Sổ hồng/ Sổ đỏ,3 pn,12m,8m,https://alomuabannhadat.vn/can-ho-an-binh-pham-van-dong-90m2-x-3pn-full-tien-ich-445ty-1034186.html,3 pk,2 wc,không,không,B.I.G Tower
1060,3E+15, 75m,Cần bán căn hộ chung cư,29/10/2022,Sổ hồng/ Sổ đỏ,2 pn,12m,7m,https://alomuabannhadat.vn/can-ho-bonanza-duy-tan-80m2-khu-vip-full-noi-that-34ty-1033840.html,2 pk,2 wc,không,không,Discovery Skyline
1061,4E+15, 88m,Cần bán căn hộ chung cư,29/10/2022,Sổ hồng/ Sổ đỏ,2 pn,12m,8m,https://alomuabannhadat.vn/can-ho-cao-cap-thang-long-number-one-viglacera-90m2-gia-chi-co-45ty-1033818.html,2 pk,2 wc,không,không,Discovery Skyline
1062,1E+15, 55m,Cần bán căn hộ chung cư,29/10/2022,Sổ hồng/ Sổ đỏ,2 pn,12m,5m,https://alomuabannhadat.vn/chung-cu-vci-khong-gian-xanh-dich-vu-tot-gia-cang-tot-cho-ai-muon-mua-1033887.html,2 pk,1 wc,không,không,None
1063,2E+15, 59m,Cần bán căn hộ chung cư,29/10/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chi-can-thanh-toan-20-la-ngung-den-khi-nhan-nhacan-ho-ngay-trung-tam-hanh-chinh-cua-binh-chanh-1033779.html,2 pk,2 wc,không,không,None
1064,1E+15, 50m,Cần bán căn hộ chung cư,29/10/2022,Sổ hồng/ Sổ đỏ,1 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-gap-can-ho-chung-cu-ehome-3-nam-long-view-cong-vien-thoang-mat-1033954.html,1 pk,1 wc,không,không,Ehome 3
1065,5E+15, 128m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,3 pn,12m,10m,https://alomuabannhadat.vn/can-ho-cao-cap-bohemia-nguyen-huy-tuong-128m2-full-noi-that-cao-cap-55ty-1034466.html,3 pk,2 wc,không,không,BRG Diamond Residence
1066,2E+15, 53m,Cần bán căn hộ chung cư,29/10/2022,Sổ hồng/ Sổ đỏ,1 pn,0m,0m,https://alomuabannhadat.vn/sang-nhuong-can-ho-3pn-vung-tau-pearl-lien-he-0901325595-1034003.html,1 pk,1 wc,không,không,Vung Tau Pearl
1067,2E+15, 70m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,2 pn,10m,7m,https://alomuabannhadat.vn/chuyen-khu-vuc-can-ban-can-ho-bac-ha-lucky-cau-giay-2pn-285ty-1034481.html,2 pk,2 wc,không,không,Discovery Skyline
1068,1E+15, 50m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,1 pn,10m,5m,https://alomuabannhadat.vn/chinh-chu-ban-can-ho-thuan-giao-nha-san-vao-o-ngay-gia-tot-1034637.html,1 pk,1 wc,không,không,None
1069,6E+15, 135m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,4 pn,10m,14m,https://alomuabannhadat.vn/ban-re-cccc-dual-key-vinhomes-westpoint-3-ngu-1-3-wc-tang-dep-dsized-gia-cat-lo-1034606.html,4 pk,3 wc,không,không,None
1070,3E+15, 82m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,3 pn,10m,8m,https://alomuabannhadat.vn/ban-gap-nhieu-ch-vinhomes-grand-park-t102022-1pn-17-ty-2pn-2-ty-3pn-gia-29-ty-ori-cat-lo-1034620.html,3 pk,2 wc,không,không,None
1071,0, 69m,Cần bán căn hộ chung cư,31/10/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/can-fpt-plaza-1-view-bien-tang-cao-duy-nhat-ban-ra-1034621.html,2 pk,2 wc,không,không,FPT City Đà Nẵng
1072,3E+15, 87m,Cần bán căn hộ chung cư,2/11/2022,Sổ hồng/ Sổ đỏ,3 pn,21m,4m,https://alomuabannhadat.vn/can-ho-3-ngu-samsora-premier-chu-van-an-ha-dong-dang-cap-dien-tich-87m-gia-chao-chi-305-ty-1035208.html,3 pk,2 wc,không,không,Anland Lakeview
1073,2E+15, 78m,Cần bán căn hộ chung cư,2/11/2022,Sổ hồng/ Sổ đỏ,2 pn,15m,5m,https://alomuabannhadat.vn/tang-ngay-30tr-khi-mua-can-ho-green-pearl-bac-ninh-nhan-nha-don-tet-ck-toi-7-ls-0-18-thang-1035234.html,2 pk,2 wc,không,không,None
1074,2E+15, 60m,Cần bán căn hộ chung cư,2/11/2022,Sổ hồng/ Sổ đỏ,2 pn,12m,5m,https://alomuabannhadat.vn/ban-gap-2pn-carillon-7-tan-phu-lien-ke-dam-sen-view-huong-nam-mat-me-ca-ngay-gia-27-ty-bao-so-1035247.html,2 pk,1 wc,không,không,Carillon 7
1075,2E+15, 145m,Cần bán căn hộ chung cư,3/11/2022,Sổ hồng/ Sổ đỏ,3 pn,32m,4m,https://alomuabannhadat.vn/anh-quang-can-ban-gap-can-ho-3-ngu-xuan-mai-spark-duong-noi-ha-dong-gia-cuc-tot-1035473.html,3 pk,2 wc,không,không,Anland Lakeview
1076,1000000000, 80m,Cần bán căn hộ chung cư,2/11/2022,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/ben-em-con-quy-1000-can-chuyen-nhuong-gia-tot-nhat-lh-0358725098-1035255.html,3 pk,1 wc,có,có,Vinhomes Ocean Park
1077,1E+15, 55m,Cần bán căn hộ chung cư,3/11/2022,Sổ hồng/ Sổ đỏ,2 pn,13m,4m,https://alomuabannhadat.vn/ban-gap-can-ho-2-ngu-542m-chung-cu-pcc1-complex-ha-dong-gia-chi-1x-ty-1035488.html,2 pk,1 wc,không,không,Anland Lakeview
1078,5E+15, 115m,Cần bán căn hộ chung cư,3/11/2022,Sổ hồng/ Sổ đỏ,3 pn,14m,8m,https://alomuabannhadat.vn/can-chuyen-nhuong-ngay-1-can-ho-chung-cu-cao-cap-tai-275-nguyen-trai-can-goc-view-dep-1035481.html,3 pk,3 wc,không,không,BRG Diamond Residence
1079,1E+15, 56m,Cần bán căn hộ chung cư,3/11/2022,Sổ hồng/ Sổ đỏ,2 pn,9m,6m,https://alomuabannhadat.vn/ban-cac-can-gia-tot-nhat-thi-truong-cuoi-thang-11-1035508.html,2 pk,1 wc,không,không,Khu dân cư Nhân Phú
1080,3E+15, 127m,Cần bán căn hộ chung cư,3/11/2022,Sổ hồng/ Sổ đỏ,4 pn,18m,7m,https://alomuabannhadat.vn/tecco-garden-cua-ngo-phia-nam-ha-noi-4pn-3wc-127m2-gia-chi-tu-31-ty-1035509.html,4 pk,3 wc,không,không,None
1081,3E+15, 100m,Cần bán căn hộ chung cư,5/11/2022,Sổ hồng/ Sổ đỏ,2 pn,14m,7m,https://alomuabannhadat.vn/ii-can-ho-chung-cu-toa-thap-thien-nien-ki-yet-kieu-ha-dong-1035978.html,2 pk,2 wc,không,không,Anland Lakeview
1082,1E+15, 48m,Cần bán căn hộ chung cư,7/11/2022,Sổ hồng/ Sổ đỏ,2 pn,7m,7m,https://alomuabannhadat.vn/hao-nam-dong-da-nhinh-1-ty-2-ngu-so-do-dep-48m2-2-thoang-du-cong-nang-o-ngay-1036375.html,2 pk,2 wc,không,không,Hateco La Roma
1083,4E+15, 96m,Cần bán căn hộ chung cư,8/11/2022,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-lavida-plus-chinh-chu-tai-quan-7-gia-cuc-tot-1036656.html,3 pk,2 wc,không,không,Seven Diamond
1084,3E+15, 99m,Cần bán căn hộ chung cư,3/11/2022,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/gia-dinh-can-mua-villa-nen-ban-gap-can-99m2-3pn-2wc-3-ban-cong-cuc-thoang-tai-du-an-le-grand-jadin-gia-35-ty-1035485.html,3 pk,2 wc,không,không,None
1085,0, 64m,Cần bán căn hộ chung cư,8/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-tecco-center-point-thanh-hoanhan-nha-o-ngay-1036836.html,2 pk,2 wc,không,không,Tecco Center Point
1086,4E+15, 107m,Cần bán căn hộ chung cư,8/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/ban-nhanh-cccc-aqua-105-tai-toa-lake-2-phan-khu-aquabay-ecopark-1036839.html,2 pk,0 wc,không,không,EcoPark
1087,5000000000, 89m,Cần bán căn hộ chung cư,8/11/2022,Sổ hồng/ Sổ đỏ,2 pn,10m,8m,https://alomuabannhadat.vn/ii-can-ho-chung-cu-the-zei-my-dinh-le-duc-tho-phuong-my-dinh-ii-quan-nam-tu-liem-1036860.html,2 pk,2 wc,không,không,None
1088,2E+15, 66m,Cần bán căn hộ chung cư,5/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/toi-can-ban-gap-can-mau-e-dien-tich-66m2-2pn-2wc-co-ban-cong-1035992.html,2 pk,2 wc,không,không,None
1089,2E+15, 50m,Cần bán căn hộ chung cư,8/11/2022,Sổ hồng/ Sổ đỏ,2 pn,12m,4m,https://alomuabannhadat.vn/hang-dep-ban-nhanh-can-ho-2-ngu-mullberry-mo-lao-du-noi-that-1036896.html,2 pk,1 wc,không,không,Anland Lakeview
1090,2E+15, 69m,Cần bán căn hộ chung cư,8/11/2022,Sổ hồng/ Sổ đỏ,2 pn,10m,6m,https://alomuabannhadat.vn/gap-ban-can-ho-2pn-gia-tot-nhat-thi-truong-tai-vinhome-grand-park-q9-265-ty-1036889.html,2 pk,2 wc,không,không,None
1091,5E+15, 155m,Cần bán căn hộ chung cư,9/11/2022,Sổ hồng/ Sổ đỏ,4 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-ban-can-ho-chung-cu-the-terra-an-hung-can-goc-3-thoang-155m-gia-55-ty-1036986.html,4 pk,4 wc,có,có,None
1092,1E+15, 63m,Cần bán căn hộ chung cư,9/11/2022,Sổ hồng/ Sổ đỏ,2 pn,2m,2m,https://alomuabannhadat.vn/so-huu-ngay-can-ho-3-phong-ngu-toa-ct6a-bemes-ha-dong-gia-dau-tu-1037230.html,2 pk,2 wc,không,không,None
1093,4E+15, 128m,Cần bán căn hộ chung cư,9/11/2022,Sổ hồng/ Sổ đỏ,3 pn,10m,13m,https://alomuabannhadat.vn/0711-ban-cat-lo-cccc-gia-re-nhat-noi-that-duc-xin-gan-1-ty-128m2-3-ngu-golden-palace-me-tri-1037236.html,3 pk,2 wc,không,không,Golden Palace
1094,3E+15, 141m,Cần bán căn hộ chung cư,8/11/2022,Sổ hồng/ Sổ đỏ,4 pn,14m,10m,https://alomuabannhadat.vn/cuoi-nam-roi-mua-nha-o-ngay-so-hong-trao-tay-ck-8can-vay-nhanh-65-gia-tri-can-ho-1036846.html,4 pk,3 wc,không,không,None
1095,4E+15, 100m,Cần bán căn hộ chung cư,10/11/2022,Sổ hồng/ Sổ đỏ,3 pn,14m,8m,https://alomuabannhadat.vn/can-chuyen-nhuong-1-can-ho-chung-cu-cao-cap-110m2-tai-102-tran-phu-toa-nha-ho-guom-plaza-1037481.html,3 pk,2 wc,không,không,Anland Lakeview
1096,4000000000, 84m,Cần bán căn hộ chung cư,9/11/2022,Sổ hồng/ Sổ đỏ,2 pn,10m,9m,https://alomuabannhadat.vn/0711-ban-cat-lo-cccc-2-ngu-2wc-84m2-toa-a-du-an-udic-westlake-0se0a-1037237.html,2 pk,2 wc,không,không,Udic Westlake
1097,6E+15, 45m,Cần bán căn hộ chung cư,10/11/2022,Sổ hồng/ Sổ đỏ,9 pn,11m,4m,https://alomuabannhadat.vn/ban-toa-dich-vu-cho-thue-cao-cap-cau-giay-trung-kinh-5-tang-9-phong-dong-tien-540tr-nam-1037516.html,9 pk,9 wc,không,không,Discovery Skyline
1098,7000000000, 50m,Cần bán căn hộ chung cư,11/11/2022,Sổ hồng/ Sổ đỏ,9 pn,12m,4m,https://alomuabannhadat.vn/ban-toa-can-ho-ccmn-cao-cap-cau-giay-50m-5-tang-9-phong-dong-tien-540tr-nam-1037524.html,9 pk,9 wc,không,không,Discovery Skyline
1099,6E+15, 46m,Cần bán căn hộ chung cư,11/11/2022,Sổ hồng/ Sổ đỏ,9 pn,9m,5m,https://alomuabannhadat.vn/ban-toa-dich-vu-ccmn-cao-cap-quan-cau-giay-5-tang-9-phong-doanh-thu-540trnam-1037525.html,9 pk,9 wc,không,không,Discovery Skyline
1100,7E+15, 58m,Cần bán căn hộ chung cư,11/11/2022,Sổ hồng/ Sổ đỏ,9 pn,14m,4m,https://alomuabannhadat.vn/ban-toa-dich-vu-ccmn-cao-cap-ho-tung-mau-5-tang-co-thang-may-9-phong-doanh-thu-50tr-thang-1037526.html,9 pk,9 wc,không,không,Discovery Skyline
1101,680000000, 60m,Cần bán căn hộ chung cư,11/11/2022,Sổ hồng/ Sổ đỏ,2 pn,8m,7m,https://alomuabannhadat.vn/du-an-sunrise-home-ngoc-hoi-thanh-tri-chi-680-trieu-1037586.html,2 pk,2 wc,không,không,None
1102,0, 500m,Cần bán căn hộ chung cư,11/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/minh-can-sang-nhuong-toa-chdv-2-phong-ngu-can-tong-7-can-dang-hoat-dong-1037770.html,2 pk,1 wc,không,không,Charmington La Pointe
1103,2E+15, 113m,Cần bán căn hộ chung cư,13/11/2022,Sổ hồng/ Sổ đỏ,3 pn,28m,4m,https://alomuabannhadat.vn/chinh-chu-can-ban-gap-can-3-ngu-fodacon-bac-ha-mo-lao-ha-dong-1038294.html,3 pk,2 wc,không,không,Anland Lakeview
1104,0, 63m,Cần bán căn hộ chung cư,13/11/2022,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-chung-cu-den-lu-2-63m-nha-dep-don-tet-1038281.html,0 pk,0 wc,không,không,AZ SKY Tower
1105,980000000, 50m,Cần bán căn hộ chung cư,13/11/2022,Sổ hồng/ Sổ đỏ,1 pn,12m,4m,https://alomuabannhadat.vn/ban-ccmn-cau-giay50m-980-trieu-san-so-do-rieng-biet-1038404.html,1 pk,2 wc,không,không,Discovery Skyline
1106,2E+15, 90m,Cần bán căn hộ chung cư,15/11/2022,Sổ hồng/ Sổ đỏ,3 pn,10m,9m,https://alomuabannhadat.vn/nhinh-2-ty-co-can-90m2-3-ngu-xa-la-ha-dong-1039015.html,3 pk,2 wc,không,không,Anland Lakeview
1107,1E+15, 90m,Cần bán căn hộ chung cư,15/11/2022,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/cat-lo-can-ho-3pn-view-bien-tai-bim-17-tang-ha-long-green-bay-towers-gia-cuc-em-0904894333-1039032.html,0 pk,0 wc,không,không,Green Bay Towers
1108,2E+15, 94m,Cần bán căn hộ chung cư,15/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-ban-can-ho-chung-cu-tecco-garden-tu-hiep-thanh-tri-dt945m2-gia-27-trm2-1039049.html,2 pk,2 wc,không,không,None
1109,3E+15, 58m,Cần bán căn hộ chung cư,15/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-can-ho-chung-cu-vi-tri-dep-tai-quan-2-ho-chi-minh-1039264.html,2 pk,2 wc,không,không,Centana Thủ Thiêm
1110,5E+15, 147m,Cần bán căn hộ chung cư,15/11/2022,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-vip-chung-cu-golden-land-275-nguyen-trai-1039235.html,0 pk,0 wc,không,không,BRG Diamond Residence
1111,950000000, 51m,Cần bán căn hộ chung cư,16/11/2022,Sổ hồng/ Sổ đỏ,2 pn,10m,5m,https://alomuabannhadat.vn/ban-chung-cu-5a-nguyen-chi-thanh-51m2-gia-950tr-1039705.html,2 pk,1 wc,không,không,Hateco La Roma
1112,4E+15, 93m,Cần bán căn hộ chung cư,16/11/2022,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-chung-cu-toa-song-hong-park-view-pho-thai-ha-dong-da-ha-noi-93m2-3pn-2wc-so-do-gia-chao-41-ty-lh-0977686830-mr-thanh-1971-1039718.html,3 pk,2 wc,không,không,Hateco La Roma
1113,0, 134m,Cần bán căn hộ chung cư,16/11/2022,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-134m-4pn-chung-cu-thai-ha-43-pham-van-donglh0983291128-1039671.html,0 pk,0 wc,không,không,B.I.G Tower
1114,0, 66m,Cần bán căn hộ chung cư,15/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/sap-ra-mat-toa-can-ho-moonlight-1-tien-phong-chuan-song-zenparrk-cao-cap-nhat-phia-tay-ha-noi-1039272.html,2 pk,2 wc,không,không,None
1115,2E+15, 70m,Cần bán căn hộ chung cư,16/11/2022,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-ban-can-ho-tang-4-tai-thanh-xuan-bac-quan-thanh-xuan-ha-noi-1039691.html,0 pk,0 wc,không,không,BRG Diamond Residence
1116,1E+15, 55m,Cần bán căn hộ chung cư,17/11/2022,Sổ hồng/ Sổ đỏ,2 pn,11m,5m,https://alomuabannhadat.vn/ban-can-n2-kham-thienso-vinh-vien-55mgia-128ty-1040361.html,2 pk,1 wc,không,không,Hateco La Roma
1117,2E+15, 200m,Cần bán căn hộ chung cư,15/11/2022,Sổ hồng/ Sổ đỏ,2 pn,25m,8m,https://alomuabannhadat.vn/ban-gap-can-ho-2pn-2wc-vinhomes-smart-city-gia-nao-cung-ban-1038957.html,2 pk,2 wc,không,không,B.I.G Tower
1118,2E+15, 75m,Cần bán căn hộ chung cư,17/11/2022,Sổ hồng/ Sổ đỏ,2 pn,15m,5m,https://alomuabannhadat.vn/uu-dai-thang-11-mua-can-ho-cao-cap-bac-ninh-ck-7-1040298.html,2 pk,2 wc,không,không,None
1119,2E+15,,Cần bán căn hộ chung cư,18/11/2022,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/can-ho-zeit-river-tai-thu-thiem-100-can-ho-mo-ban-dot-1-1040954.html,0 pk,0 wc,không,không,Clarita Khang Điền
1120,5E+15, 115m,Cần bán căn hộ chung cư,18/11/2022,Sổ hồng/ Sổ đỏ,2 pn,15m,8m,https://alomuabannhadat.vn/ban-gap-chcc-93-lo-duc-kinh-do-tower-115m-tang-dep-gia-re-1040940.html,2 pk,2 wc,không,không,None
1121,1E+15, 74m,Cần bán căn hộ chung cư,22/11/2022,Sổ hồng/ Sổ đỏ,3 pn,8m,10m,https://alomuabannhadat.vn/ban-chung-cu-kim-van-kim-lu-full-noi-that-o-ngay-74m2-3-ngu-2-wc-chi-18xx-ty-1042255.html,3 pk,2 wc,không,không,AZ SKY Tower
1122,2E+15, 68m,Cần bán căn hộ chung cư,18/11/2022,Sổ hồng/ Sổ đỏ,2 pn,14m,5m,https://alomuabannhadat.vn/ban-chung-cu-hoang-huy-commerce-an-tuong-voi-cam-ket-thue-den-400-trieu-dong-gia-cuc-tot-1040941.html,2 pk,2 wc,không,không,Hoàng Huy Commerce
1123,1E+15, 5m,Cần bán căn hộ chung cư,23/11/2022,Sổ hồng/ Sổ đỏ,1 pn,0m,10m,https://alomuabannhadat.vn/toi-can-ban-gap-can-ho-ehome-3-do-ket-tien-nen-ban-nhanh-1-ty400-1042497.html,1 pk,1 wc,không,không,None
1124,5E+15, 125m,Cần bán căn hộ chung cư,23/11/2022,Sổ hồng/ Sổ đỏ,2 pn,12m,10m,https://alomuabannhadat.vn/ban-chcc-ba-dinhtoa-nha-1517-ngoc-khanhdt125m22pn2wcgia-51t-1042515.html,2 pk,2 wc,không,không,343 – 345 Đội Cấn
1125,1E+15, 51m,Cần bán căn hộ chung cư,23/11/2022,Sổ hồng/ Sổ đỏ,2 pn,7m,7m,https://alomuabannhadat.vn/bcons-plaza-can-2pn2wc-gia-16-ty-1042525.html,2 pk,2 wc,không,không,9X Next Gen
1126,3E+15, 110m,Cần bán căn hộ chung cư,23/11/2022,Sổ hồng/ Sổ đỏ,3 pn,14m,8m,https://alomuabannhadat.vn/chuyen-nhuong-can-ho-chung-cu-cao-cap-toa-thang-long-tower-33-mac-thai-to-cau-giay-1042539.html,3 pk,2 wc,không,không,Discovery Skyline
1127,2E+15, 71m,Cần bán căn hộ chung cư,24/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/ban-gap-can-ho-2pn-71m2-tang-trung-view-dep-khu-do-thi-rose-town-79-ngoc-hoi-gia-loc-cho-khach-thien-chi-gia-26-ty-1043018.html,2 pk,2 wc,không,không,Rose Town
1128,2E+15, 71m,Cần bán căn hộ chung cư,24/11/2022,Sổ hồng/ Sổ đỏ,2 pn,10m,7m,https://alomuabannhadat.vn/chinh-sach-moi-cuc-tot-tai-rosetown-so-79-ngoc-hoi-chiet-khau-len-toi-420trcan-2n-lh-0338713251-1043023.html,2 pk,2 wc,không,không,None
1129,1E+15, 70m,Cần bán căn hộ chung cư,24/11/2022,Sổ hồng/ Sổ đỏ,2 pn,10m,7m,https://alomuabannhadat.vn/ban-can-ho-2pn-gia-chi-tu-1-12-ty-noi-that-thong-minh-cao-cap-1042977.html,2 pk,2 wc,không,không,The Dragon Castle
1130,2000000000, 63m,Cần bán căn hộ chung cư,24/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/can-goc-happy-one-vi-tri-dep-tai-binh-duong-1043015.html,2 pk,2 wc,không,không,Happy One Bình Dương
1131,4E+15, 98m,Cần bán căn hộ chung cư,24/11/2022,Sổ hồng/ Sổ đỏ,2 pn,11m,9m,https://alomuabannhadat.vn/toi-can-ban-gap-can-ho-kinh-do-93-lo-duc-98m2-3pn-can-view-dep-thoang-nhat-toa-1043049.html,2 pk,2 wc,không,không,None
1132,3E+15, 78m,Cần bán căn hộ chung cư,23/11/2022,Sổ hồng/ Sổ đỏ,2 pn,80m,10m,https://alomuabannhadat.vn/ban-chung-cu-goldmark-136-ho-tung-mau-78m-nhinh-3-ty-tang-trung-2-ngu-2-wc-full-noi-that-1042424.html,2 pk,2 wc,không,không,Goldmark City
1133,2E+15, 42m,Cần bán căn hộ chung cư,25/11/2022,Sổ hồng/ Sổ đỏ,1 pn,0m,0m,https://alomuabannhadat.vn/can-ban-can-bs90506-the-tropical-dien-tich-rong-tai-tp-ho-chi-minh-1043374.html,1 pk,1 wc,không,không,None
1134,2E+15, 79m,Cần bán căn hộ chung cư,25/11/2022,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/nhan-nha-o-ngay-khu-do-thi-rose-town-79-ngoc-hoi-quan-hoang-mai-can-goc-2pn-79m2-gia-chi-26-ty-1043397.html,2 pk,2 wc,không,không,Rose Town
1135,890000000, 27m,Cần bán căn hộ chung cư,23/11/2022,Sổ hồng/ Sổ đỏ,1 pn,0m,0m,https://alomuabannhadat.vn/can-ho-bien-mui-ne-gan-30m2-ngay-mat-tien-bien-gia-chi-8xx-trieu-1042587.html,1 pk,1 wc,không,không,None
